"ip";"port";"country code";"city";"region";"country";"level";"http";"https";"socks4";"socks5";"google";"twitter";"instagram";"telegram";"avito";"mailru";"real_ip";"response, msec";"good checks";"bad checks";"hostname"
"185.250.180.238";8080;"US";"";"";"США";1;0;1;0;0;0;0;0;0;0;0;"185.250.180.238";1171;3433;10173;"185.250.180.238"
"185.91.126.169";8080;"KZ";"";"";"Казахстан";1;0;1;0;0;0;0;1;0;1;1;"185.91.126.169";143;1933;1544;"185.91.126.169"
"182.253.109.183";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;1;0;"182.253.109.183";284;302;1262;"182.253.109.183"
"180.127.22.5";1080;"CN";"";"";"Китай";1;1;1;0;0;0;0;0;0;1;0;"180.127.22.5";398;29;485;"180.127.22.5"
"160.22.190.98";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;1;0;"160.22.190.98";285;202;1256;"160.22.190.98"
"124.217.105.64";8082;"PH";"Daet";"Province of Camarines Norte";"Филиппины";1;0;1;0;0;0;0;1;1;1;0;"139.135.81.163";285;61;166;"139.135.81.163"
"118.172.124.141";8080;"TH";"Chiang Mai";"Chiang Mai";"Таиланд";1;0;1;0;0;1;0;1;1;1;0;"118.172.124.141";285;328;1301;"node-olp.pool-118-172.dynamic.nt-isp.net"
"103.150.206.91";8080;"PK";"Faisalabad";"Punjab";"Пакистан";1;0;1;0;0;0;0;1;0;1;0;"103.150.206.91";286;271;1320;"103.150.206.91"
"103.144.90.122";8080;"ID";"Nganjuk";"East Java";"Индонезия";1;0;1;0;0;0;0;0;0;0;0;"202.154.45.10";286;96;219;"202.154.45.10"
"91.200.163.190";8088;"RU";"";"";"Россия";1;0;1;0;0;0;0;0;0;0;1;"91.200.161.250";150;659;3402;"91.200.161.250"
"77.65.50.118";51569;"PL";"Poznan";"Greater Poland";"Польша";1;0;1;0;0;0;0;0;0;0;0;"77.65.50.118";1170;17020;44337;"d50-118.icpnet.pl"
"62.33.91.10";3128;"RU";"";"";"Россия";1;0;1;0;0;0;0;0;0;0;0;"62.33.91.10";153;2559;13871;"62.33.91.10"
"72.10.160.171";4935;"PA";"Panama City";"Provincia de Panam";"Панама";1;0;1;0;0;0;0;1;1;1;0;"186.72.245.178";295;5;1;"186.72.245.178"
"14.224.165.146";6235;"VN";"Thanh Ha";"Thanh Ha Province";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"171.241.231.248";309;3;1;"171.241.231.248"
"14.224.165.146";3714;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.249.185.55";298;3;1;"static.vnpt.vn"
"14.224.165.146";2569;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.249.189.170";298;3;1;"static.vnpt.vn"
"124.120.142.144";8081;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"124.120.142.144";376;97;294;"ppp-124-120-142-144.revip2.asianet.co.th"
"89.189.85.222";8080;"YE";"";"";"Йемен";1;0;1;0;0;0;0;0;1;1;0;"188.240.118.254";378;68;122;"188.240.118.254"
"72.10.164.178";3829;"AR";"Jos C. Paz";"Buenos Aires";"Аргентина";1;1;1;0;0;1;0;1;0;0;0;"186.22.16.240";157;8;8;"186.22.16.240"
"72.10.160.92";15555;"PK";"Karachi";"Sindh";"Пакистан";1;1;1;0;0;0;0;0;0;0;0;"202.47.34.46";156;3;3;"202.47.34.46"
"45.161.115.249";999;"CL";"Salamanca";"Coquimbo Region";"Чили";1;0;1;0;0;0;0;0;0;0;0;"45.161.115.253";290;813;4343;"host-253-115-161-45.dinamic.applynetchile.cl"
"27.79.232.237";16000;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"27.79.232.237";387;215;89;"27.79.232.237"
"14.224.174.168";3522;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"14.175.14.48";388;31;19;"14.175.14.48"
"14.224.174.168";2985;"VN";"Ha Long";"Qung Ninh";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"14.171.188.78";388;53;21;"14.171.188.78"
"14.224.174.168";2146;"VN";"Haiphong";"Haiphong";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.255.171.48";388;57;8;"14.255.171.48"
"198.244.165.193";3128;"GB";"London";"England";"Великобритания";1;0;1;0;0;0;0;1;0;1;1;"198.244.165.193";108;147;1573;"ns3199092.ip-198-244-165.eu"
"209.38.177.186";3128;"DE";"Frankfurt am Main";"Hesse";"Германия";1;0;1;0;0;0;0;0;1;0;0;"206.81.17.254";153;633;2454;"206.81.17.254"
"148.224.59.25";999;"MX";"San Luis Potos City";"San Luis Potos";"Мексика";1;0;1;0;0;0;0;0;0;1;0;"148.224.59.25";292;1502;2473;"148.224.59.25"
"147.45.77.4";3128;"SE";"Stockholm";"Stockholm County";"Швеция";1;0;1;0;0;1;0;1;1;1;1;"147.45.77.4";166;9;184;"dusty-effect.aeza.network"
"72.10.160.171";20437;"BR";"Me do Rio";"Par";"Бразилия";1;0;1;0;0;0;0;1;0;0;0;"143.137.153.165";293;5;0;"143.137.153.165"
"46.32.15.59";3128;"IR";"Tehran";"Tehran";"Иран";1;0;1;0;0;0;0;0;0;0;0;"46.32.15.58";177;2254;15600;"int0.client.access.fanaptelecom.net"
"38.250.126.201";999;"CL";"Santiago";"Santiago Metropolitan";"Чили";1;0;1;0;0;0;0;1;1;1;0;"38.250.126.204";298;2;0;"38.250.126.204"
"158.160.91.206";3128;"RU";"Moscow";"Moscow";"Россия";1;0;1;0;0;0;0;1;1;1;1;"158.160.91.206";121;84;0;"158.160.91.206"
"92.124.154.154";8080;"RU";"Omsk";"Omsk Oblast";"Россия";1;0;1;0;0;0;0;0;0;0;0;"92.124.154.154";122;36791;43534;"92.124.154.154"
"86.104.74.123";3128;"FR";"Paris";"Paris";"Франция";1;0;1;0;0;0;0;1;0;0;1;"86.104.74.123";122;231;0;"vm2806710.stark-industries.solutions"
"85.17.254.222";3128;"NL";"Amsterdam";"North Holland";"Нидерланды";1;0;1;0;0;0;0;1;1;1;1;"85.17.254.222";122;248;23;"222.254.17.85.in-addr.arpa"
"78.40.116.43";3128;"SE";"Tllberg";"Dalarna County";"Швеция";1;0;1;0;0;0;0;1;1;1;1;"78.40.116.43";122;342;34;"ferusquota"
"46.101.104.251";34763;"DE";"Frankfurt am Main";"Hesse";"Германия";1;1;1;0;0;0;0;0;0;0;0;"46.101.104.251";122;398;1;"46.101.104.251"
"46.8.230.73";3128;"FI";"Helsinki";"Uusimaa";"Финляндия";1;0;1;0;0;0;0;1;1;1;1;"46.8.230.73";122;40;0;"46.8.230.73"
"45.140.143.77";18080;"NL";"Amsterdam";"North Holland";"Нидерланды";1;1;1;0;1;0;0;1;1;1;0;"45.140.143.77";120;31950;220;"hosted-by.royalehosting.net"
"37.152.180.38";3128;"IR";"";"";"Иран";1;0;1;0;0;0;0;0;0;1;0;"37.152.180.38";122;16;0;"37.152.180.38"
"13.43.86.0";3128;"GB";"London";"England";"Великобритания";1;0;1;0;0;0;0;1;1;1;1;"13.43.86.0";123;291;1;"ec2-13-43-86-0.eu-west-2.compute.amazonaws.com"
"147.75.88.122";9443;"US";"San Jose";"California";"США";1;0;1;0;0;0;0;0;0;0;0;"147.75.88.122";278;1181;1654;"147.75.88.122"
"134.35.196.16";8080;"YE";"Sanaa";"Amanat Alasimah";"Йемен";1;0;1;0;0;0;0;0;0;0;0;"188.240.105.228";391;103;146;"188.240.105.228"
"123.20.51.247";1024;"VN";"Qun Bnh Thnh";"Ho Chi Minh";"Вьетнам";1;1;1;0;0;1;0;1;0;1;0;"123.20.6.47";278;13;59;"123.20.6.47"
"123.20.51.247";1022;"VN";"Ho Chi Minh City";"Ho Chi Minh";"Вьетнам";1;1;1;0;0;1;0;1;0;1;0;"123.21.5.80";297;14;58;"123.21.5.80"
"111.231.120.204";8888;"CN";"Shanghai";"Shanghai";"Китай";1;0;1;0;0;0;0;0;0;1;0;"111.231.120.204";416;31;170;"111.231.120.204"
"72.10.160.92";26651;"US";"Aurora";"Colorado";"США";1;1;1;0;0;1;0;1;1;0;0;"98.50.105.68";173;2;0;"98.50.105.68"
"72.10.160.92";21573;"PH";"Manila";"Metro Manila";"Филиппины";1;1;1;0;0;0;0;1;1;1;0;"136.158.49.126";281;2;0;"126.49.158.136.convergeict.com"
"72.10.160.91";26723;"AU";"Perth";"Western Australia";"Австралия";1;1;1;0;0;0;0;0;0;1;0;"49.196.180.191";173;2;0;"49.196.180.191"
"72.10.160.91";19599;"AR";"Buenos Aires";"Buenos Aires F.D.";"Аргентина";1;1;1;0;0;1;0;1;1;1;0;"148.222.223.25";173;2;0;"customer.sntochl1.pop.starlinkisp.net"
"67.43.236.20";23189;"PH";"San Jose del Monte";"Province of Bulacan";"Филиппины";1;1;1;0;0;1;0;1;1;1;0;"124.106.223.195";155;2;0;"124.106.223.195"
"67.43.236.20";2525;"PK";"Karachi";"Sindh";"Пакистан";1;1;1;0;0;0;0;1;0;1;0;"101.53.228.218";155;2;0;"101.53.228.218"
"67.43.236.18";27485;"ID";"";"";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"103.121.212.141";155;6;1;"ip-141.212.hsp.net.id"
"47.236.224.32";8080;"SG";"";"";"Сингапур";1;1;1;0;0;0;0;1;1;1;0;"47.236.224.32";287;7763;18040;"47.236.224.32"
"176.239.38.131";8080;"TR";"Istanbul";"Istanbul";"Турция";1;0;1;0;0;1;0;1;1;1;0;"176.239.38.131";278;5;4;"176.239.38.131"
"171.228.130.85";1001;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;1;0;1;0;"171.228.160.214";511;19;26;"171.228.160.214"
"157.66.2.146";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;1;0;"157.66.2.146";282;29;2;"157.66.2.146"
"102.38.7.110";1972;"LY";"Tripoli";"Tripoli";"Ливия";1;0;1;0;0;0;0;0;0;0;0;"102.38.7.107";148;11;238;"102.38.7.107"
"93.115.172.94";1080;"NL";"";"";"Нидерланды";1;0;1;0;1;0;0;0;0;0;1;"95.211.243.182";133;982;703;"95.211.243.182"
"72.10.164.178";11311;"AE";"Abu Dhabi";"Abu Dhabi";"ОАЭ";1;1;1;0;0;1;0;1;1;1;0;"5.195.85.82";150;5;1;"5.195.85.82"
"72.10.164.178";3105;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;1;0;1;1;0;0;"190.237.74.123";150;8;1;"190.237.74.123"
"72.10.160.172";1909;"IN";"Hyderabad";"Telangana";"Индия";1;0;1;0;0;0;0;0;0;0;0;"49.204.19.8";150;5;1;"49.204.19.8"
"72.10.160.170";31563;"CO";"Bogot";"Bogota D.C.";"Колумбия";1;1;1;0;0;0;0;1;1;1;0;"186.86.110.76";150;3;0;"dynamic-ip-1868611076.cable.net.co"
"72.10.160.170";29565;"US";"Cary";"North Carolina";"США";1;1;1;0;0;0;0;1;1;1;0;"136.61.40.224";150;3;0;"136-61-40-224.googlefiber.net"
"72.10.160.170";11781;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;0;0;0;1;1;0;"181.208.83.131";150;3;0;"181.208.83.131"
"72.10.160.93";14755;"US";"Salt Lake City";"Utah";"США";1;1;1;0;0;0;0;1;1;1;0;"136.38.117.103";169;3;0;"136-38-117-103.googlefiber.net"
"72.10.160.93";13387;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;0;0;1;1;1;0;"201.242.47.101";169;3;0;"201-242-47-101.lms-01-p64.cantv.net"
"72.10.160.93";10989;"KR";"Busan";"Busan";"Республика Корея";1;1;1;0;0;0;0;1;1;1;0;"222.119.17.103";169;3;0;"222.119.17.103"
"72.10.160.91";16013;"VE";"El Tigre";"Anzotegui";"Венесуэла";1;0;1;0;0;0;0;1;1;0;0;"190.97.234.108";1193;6;7;"190.97.234.108"
"72.10.160.90";10255;"DO";"Santo Domingo";"Nacional";"Доминиканская Республика";1;1;1;0;0;0;0;1;1;1;0;"200.88.67.194";152;3;0;"194santodomingord07.codetel.net.do"
"72.10.160.90";4339;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"125.165.190.201";151;21;2;"125.165.190.201"
"67.43.236.18";9793;"TW";"Zhubei";"Hsinchu County";"Тайвань";1;1;1;0;0;0;0;1;1;1;0;"123.241.68.200";150;3;0;"123-241-68-200.best.dynamic.tbcnet.net.tw"
"67.43.236.18";5323;"TW";"Taipei";"Taipei City";"Тайвань";1;1;1;0;0;0;0;1;1;1;0;"180.176.189.6";150;3;0;"180-176-189-6.dynamic.kbronet.com.tw"
"51.79.71.106";8080;"CA";"";"";"Канада";1;0;1;0;0;0;0;0;0;0;0;"51.79.71.106";290;501;1704;"51.79.71.106"
"31.6.41.124";8118;"CH";"Zurich";"Zurich";"Швейцария";1;0;1;0;0;0;0;0;0;0;0;"31.6.41.124";297;413;767;"31.6.41.124"
"5.83.150.210";8888;"DE";"Offenbach";"Hesse";"Германия";1;0;1;0;0;0;0;1;1;1;0;"5.83.150.210";159;25;33;"5.83.150.210"
